chart,difficulty,difficulty_level,song_title_eng,song_title_jpn,cluster,total_notes,bpm,duration_seconds,pca_x,pca_y
555_append.svg,append,34,Fusion,フュージョン,17,1555,188.0,124.0,4.897466163499541,-0.4326755334942578
131_master.svg,master,34,The Intense Voice of Hatsune Miku,初音ミクの激唱,17,1742,200.0,160.0,4.840342003441449,0.23729011992618515
488_master.svg,master,34,Memoria,メモリア,17,1771,205.0,160.0,4.899456512500342,0.47858096831714336
135_master.svg,master,35,Six Trillion Years and Overnight Story,六兆年と一夜物語,17,1288,186.0,123.0,3.8751032022952385,-0.1283394243551655
128_append.svg,append,35,Brand New Day,Brand New Day,17,1894,185.0,131.0,5.23073915505828,-0.7054760413290561
66_easy.svg,easy,5,Hello/How Are You?,ハロ／ハワユ,18,104,95.0,146.0,-3.664675863953729,-1.421095871583535
434_easy.svg,easy,5,living millennium,1000年生きてる,18,106,100.0,108.0,-3.6049069705739822,-1.182597134187748
532_easy.svg,easy,5,Layer Note,レイヤーノート,18,112,78.0,128.0,-3.983313407740422,-2.170386120229612
597_easy.svg,easy,5,,その絵の名前は,18,118,86.0,125.0,-3.850885787654233,-1.8095069839993079
292_easy.svg,easy,5,Ichi Ni no San de,いちにのさんで,18,123,83.0,162.0,-3.921586141985785,-1.929560590761106
142_easy.svg,easy,5,Reborn,再生,18,124,76.0,102.0,-4.022996663729323,-2.2564497001675403
409_easy.svg,easy,5,Passion at 25:00,25時の情熱,18,125,86.0,119.0,-3.8254766000606626,-1.8217647877899406
293_easy.svg,easy,5,Irony,アイロニ,18,131,90.0,144.0,-3.7234871210712925,-1.6545546472990267
358_easy.svg,easy,5,kokoronashi,心做し,18,136,84.0,138.0,-3.8258407732908033,-1.9275109055798971
526_easy.svg,easy,5,Comet Galaxy,彗星ノ銀河,18,137,85.0,124.0,-3.850805042691581,-1.8593579813222767
196_easy.svg,easy,5,Made to Order,オーダーメイド,18,139,75.0,125.0,-3.905860402488201,-2.3632512262913568
470_easy.svg,easy,5,Hajimete no Oto,ハジメテノオト,18,139,100.0,130.0,-3.533320901879826,-1.2155757457943146
237_easy.svg,easy,5,Kimi no Yoru Wo Kure,君の夜をくれ,18,140,80.0,122.0,-3.923209943882582,-2.0899997324993786
270_easy.svg,easy,5,Bloom in mud,泥中に咲く,18,141,85.0,145.0,-3.7404678107547498,-1.916024272082085
394_easy.svg,easy,5,Bottle Cake,ボトルケーキ,18,142,107.0,115.0,-3.2780681319080385,-0.9727185125839349
133_easy.svg,easy,5,Devil's Manner,悪魔の踊り方,18,147,106.0,117.0,-3.2793034337844613,-1.0243000603354906
404_easy.svg,easy,5,blender,blender,18,149,103.0,136.0,-3.4188860092792854,-1.1143142429690855
189_easy.svg,easy,5,Nomad,ノマド,18,150,90.0,91.0,-3.6468551650782564,-1.6932083457409555
500_easy.svg,easy,5,Yokanimitorete,余花にみとれて,18,152,83.0,130.0,-3.8925755939196485,-1.9432150029748199
332_easy.svg,easy,5,Epilogue without you,エピローグに君はいない,18,154,85.0,113.0,-3.7621894908913083,-1.904599044309661
311_easy.svg,easy,5,Dawn and Fireflies,夜明けと蛍,18,162,80.0,145.0,-3.7455415774168936,-2.176088605532627
147_easy.svg,easy,5,Karakuri Pierrot,からくりピエロ,18,163,102.0,138.0,-3.4413682600871334,-1.1517166276952102
516_easy.svg,easy,5,Achikochi Date-san,あちこちデートさん,18,166,76.5,122.0,-4.0114983613920785,-2.6848991168805494
219_easy.svg,easy,5,DUNE,砂の惑星,18,175,95.0,134.0,-3.4748780059775934,-1.5104417422028942
519_easy.svg,easy,5,Natsuyo No Uta,夏夜ノ唄,18,176,103.0,122.0,-3.360307500739561,-1.1376294892254364
269_easy.svg,easy,5,Lonely Universe,ロンリーユニバース,18,184,100.0,141.0,-3.387889848332156,-1.2829329478162983
659_easy.svg,easy,5,,あなたの空が泣くのなら,18,190,88.0,127.0,-3.612355309567888,-1.813901396362049
457_easy.svg,easy,5,Supernova,Supernova,18,193,105.0,130.0,-3.253089340944838,-1.0826264705980113
96_easy.svg,easy,5,from Y to Y,from Y to Y,18,196,98.0,155.0,-3.3689776489903185,-1.403188033922005
650_easy.svg,easy,5,,あの夏が飽和する。,18,204,90.0,126.0,-3.5332460752738135,-1.748081408431395
339_easy.svg,easy,5,glow,glow,18,294,85.0,158.0,-3.338010263110352,-2.09858064000243
260_easy.svg,easy,6,Love Ka?,ラブカ？,18,131,106.5,103.0,-3.325164273807962,-1.0031793997760916
83_easy.svg,easy,6,Gimme×Gimme,Gimme×Gimme,18,137,105.0,135.0,-3.3303509363329185,-1.0526405984866662
442_easy.svg,easy,6,Suresure,すれすれ,18,139,86.0,97.0,-3.69245061642203,-1.8823501969883931
170_easy.svg,easy,6,villain,ヴィラン,18,162,102.0,150.0,-3.417415403037173,-1.1631229054290209
619_easy.svg,easy,6,,Connecting,18,186,91.0,122.0,-3.5726268806338743,-1.6739700214618727
245_easy.svg,easy,6,Aun no Beats,阿吽のビーツ,18,203,103.0,136.0,-3.178800079277169,-1.224971911732842
200_easy.svg,easy,7,Airhead,ガランド,18,205,93.0,130.0,-3.433988532283893,-1.631589787523442
435_easy.svg,easy,7,Relayouter,リレイアウター,18,317,87.0,153.0,-3.2812861719585062,-2.01761051148296
384_easy.svg,easy,8,Twilight Light,トワイライトライト,18,150,88.0,106.0,-3.599591340168239,-2.1010316833364664
304_easy.svg,easy,8,I am you,Iなんです,18,207,92.5,106.0,-3.4648283691047057,-1.6690726353867509
289_easy.svg,easy,8,Amanojaku,天ノ弱,18,265,101.0,109.0,-3.038292353727106,-1.3984172866394142
226_easy.svg,easy,9,Lost and Found,ロストエンファウンド,18,422,92.0,156.0,-2.9728774768652246,-1.8971539268929687
66_normal.svg,normal,10,Hello/How Are You?,ハロ／ハワユ,18,271,95.0,146.0,-2.874866321499614,-1.7892717875775024
311_normal.svg,normal,10,Dawn and Fireflies,夜明けと蛍,18,273,80.0,145.0,-3.324922602639501,-2.3660481757140994
442_normal.svg,normal,11,Suresure,すれすれ,18,169,86.0,97.0,-3.5053759801897897,-1.9685812870911206
237_normal.svg,normal,11,Kimi no Yoru Wo Kure,君の夜をくれ,18,179,80.0,122.0,-3.631088076090304,-2.2281418553278036
526_normal.svg,normal,11,Comet Galaxy,彗星ノ銀河,18,189,85.0,124.0,-3.6695121486989337,-1.9419953233707439
189_normal.svg,normal,11,Nomad,ノマド,18,202,90.0,91.0,-3.4617034413296572,-1.7752924434310693
196_normal.svg,normal,11,Made to Order,オーダーメイド,18,210,75.0,125.0,-3.6939257668657257,-2.6528697540625887
532_normal.svg,normal,11,Layer Note,レイヤーノート,18,213,78.0,128.0,-3.6414944538824305,-2.7239214485214562
500_normal.svg,normal,11,Yokanimitorete,余花にみとれて,18,217,83.0,130.0,-3.6383729884249085,-2.3201961968775895
516_normal.svg,normal,11,Achikochi Date-san,あちこちデートさん,18,221,76.5,122.0,-3.7394430668407477,-2.8322954976279795
332_normal.svg,normal,11,Epilogue without you,エピローグに君はいない,18,221,85.0,113.0,-3.439883510432565,-2.05454837455963
142_normal.svg,normal,11,Reborn,再生,18,221,76.0,102.0,-3.5287671701086993,-2.48710484558272
409_normal.svg,normal,11,Passion at 25:00,25時の情熱,18,225,86.0,119.0,-3.4929618069239203,-2.416269959623865
394_normal.svg,normal,11,Bottle Cake,ボトルケーキ,18,232,107.0,115.0,-2.8929139144040583,-1.1498723537464763
597_normal.svg,normal,11,,その絵の名前は,18,232,86.0,125.0,-3.3699025873779043,-2.0339978409583406
270_normal.svg,normal,11,Bloom in mud,泥中に咲く,18,249,85.0,145.0,-3.486646855718673,-2.026193387419495
293_normal.svg,normal,11,Irony,アイロニ,18,261,90.0,144.0,-3.1839745267423587,-1.9011517911220805
292_normal.svg,normal,11,Ichi Ni no San de,いちにのさんで,18,262,83.0,162.0,-3.2227337620436978,-2.5474797616954423
96_normal.svg,normal,11,from Y to Y,from Y to Y,18,284,98.0,155.0,-3.0516171184281426,-1.7071996474495392
147_normal.svg,normal,11,Karakuri Pierrot,からくりピエロ,18,306,102.0,138.0,-2.9184259353059203,-1.3944200108313456
219_normal.svg,normal,11,DUNE,砂の惑星,18,314,95.0,134.0,-2.8255713163790634,-1.8132359440697974
83_normal.svg,normal,11,Gimme×Gimme,Gimme×Gimme,18,348,105.0,135.0,-2.5573486003131407,-1.5204646013277832
339_normal.svg,normal,11,glow,glow,18,359,85.0,158.0,-3.1066753181682776,-2.201132468953806
260_normal.svg,normal,12,Love Ka?,ラブカ？,18,215,106.5,103.0,-3.0236387004389065,-1.1344932885842516
358_normal.svg,normal,12,kokoronashi,心做し,18,234,84.0,138.0,-3.507907202059294,-2.254646154096397
470_normal.svg,normal,12,Hajimete no Oto,ハジメテノオト,18,239,100.0,130.0,-3.0798460517265855,-1.4285585818790825
650_normal.svg,normal,12,,あの夏が飽和する。,18,249,90.0,126.0,-3.266249213382578,-1.8679268198896497
619_normal.svg,normal,12,,Connecting,18,279,91.0,122.0,-3.0391917603928595,-1.9298094622190545
133_normal.svg,normal,12,Devil's Manner,悪魔の踊り方,18,290,106.0,117.0,-2.8433518168008467,-1.2184111337697396
404_normal.svg,normal,12,blender,blender,18,331,103.0,136.0,-2.6410299232892007,-1.4726094911781153
269_normal.svg,normal,12,Lonely Universe,ロンリーユニバース,18,339,100.0,141.0,-2.7847651130727242,-1.5604122295226872
384_normal.svg,normal,13,Twilight Light,トワイライトライト,18,219,88.0,106.0,-3.353954569657898,-2.4537651523304316
434_normal.svg,normal,13,living millennium,1000年生きてる,18,236,100.0,108.0,-2.9317265924238187,-1.4992847253922152
457_normal.svg,normal,13,Supernova,Supernova,18,281,105.0,130.0,-2.7169348722214286,-1.335847849466673
304_normal.svg,normal,13,I am you,Iなんです,18,321,92.5,106.0,-2.993520107384362,-1.8764972888006202
519_normal.svg,normal,13,Natsuyo No Uta,夏夜ノ唄,18,321,103.0,122.0,-2.882576895040147,-1.3533599222486752
170_normal.svg,normal,13,villain,ヴィラン,18,341,102.0,150.0,-2.6156428874386903,-1.536085535182246
200_normal.svg,normal,13,Airhead,ガランド,18,350,93.0,130.0,-2.841600541747107,-1.8928020586908474
435_normal.svg,normal,13,Relayouter,リレイアウター,18,440,87.0,153.0,-2.691086706146366,-2.2803228881319533
142_hard.svg,hard,15,Reborn,再生,18,308,76.0,102.0,-3.08880537711901,-2.691367049821225
237_hard.svg,hard,15,Kimi no Yoru Wo Kure,君の夜をくれ,18,318,80.0,122.0,-2.8568994362105813,-3.0699391928406805
659_hard.svg,hard,15,,あなたの空が泣くのなら,18,355,88.0,127.0,-2.6952785860946835,-2.2489359495815293
597_hard.svg,hard,15,,その絵の名前は,18,377,86.0,125.0,-2.8535681303798333,-2.270825775102985
292_hard.svg,hard,15,Ichi Ni no San de,いちにのさんで,18,379,83.0,162.0,-2.6115991122872124,-2.548241767963137
500_hard.svg,hard,15,Yokanimitorete,余花にみとれて,18,389,83.0,130.0,-2.8877232826438406,-2.5146092349557576
196_hard.svg,hard,16,Made to Order,オーダーメイド,18,331,75.0,125.0,-3.0478677249059603,-2.879988441988088
470_hard.svg,hard,16,Hajimete no Oto,ハジメテノオト,18,339,100.0,130.0,-2.6457326085883572,-1.7540128831548298
442_hard.svg,hard,16,Suresure,すれすれ,18,360,86.0,97.0,-2.725211464819494,-2.4470779194187693
519_hard.svg,hard,16,Natsuyo No Uta,夏夜ノ唄,18,388,103.0,122.0,-2.3626192864868827,-1.59921865082527
532_hard.svg,hard,16,Layer Note,レイヤーノート,18,391,78.0,128.0,-2.8935140740258785,-2.666626188874986
48_expert.svg,expert,24,The World is Mine,ワールドイズマイン,19,1248,133.5,170.0,2.9776262261900817,-2.4699694175978824
607_master.svg,master,26,,回る空うさぎ,19,607,120.0,132.0,2.2970063297574304,-2.9338494552231373
113_expert.svg,expert,26,Rollin Girl,ローリンガール,19,1156,195.0,121.0,4.559027654237996,0.018446363239080357
169_master.svg,master,27,Shoujo Rei,少女レイ,19,1400,150.0,159.0,3.9149872536134507,-2.04295598556748
379_expert.svg,expert,27,Zunda Party Night,ずんだパーリナイ,19,1407,160.0,166.0,3.673967483158696,-1.4198974948135903
213_append.svg,append,27,The Vampire,ヴァンパイア,19,1433,164.0,141.0,4.316432071033282,-1.4796289484566427
285_expert.svg,expert,28,ÅMARA(The Great Intelligence),ÅMARA(大未来電脳),19,1342,170.5,154.0,4.369361565943985,-1.455298485883459
667_master.svg,master,29,,㋰責任集合体,19,937,135.0,121.0,2.7805217490494067,-2.335345176562113
627_append.svg,append,29,,テトリス,19,938,170.0,94.0,4.43454026789459,-1.2553564683973175
407_master.svg,master,29,When First Love Ends,初めての恋が終わる時,19,995,140.0,134.0,3.0901365317585303,-2.2894438433332134
100_append.svg,append,29,ECHO,ECHO,19,1102,140.0,99.0,3.0237873588172453,-2.1743889606887166
146_master.svg,master,29,Remote Control,リモコン,19,1206,165.0,133.0,3.527273016468307,-1.0724533971347372
216_master.svg,master,29,Luka Luka★Night Fever,ルカルカ★ナイトフィーバー,19,1311,160.0,139.0,3.6325526981864327,-1.3723596476442912
48_master.svg,master,29,The World is Mine,ワールドイズマイン,19,1417,133.5,170.0,3.573641646434576,-2.8042941928828324
372_master.svg,master,29,Tengaku,天樂,19,1554,116.0,151.0,3.8447605162290954,-3.793517346070673
187_append.svg,append,30,Lower one's eyes,ロウワー,19,1045,132.0,107.0,2.9610199142931517,-2.560389776180673
664_master.svg,master,30,,人マニア,19,1049,150.0,129.0,3.0123771109396924,-1.7718681831442362
637_master.svg,master,30,,笑えたらえーやん！,19,1090,174.0,124.0,6.171995457672725,-1.9191734120148005
502_master.svg,master,30,"Help me, ERINNNNNN!!","Help me, ERINNNNNN!!",19,1318,185.0,145.0,4.7057891289858995,-0.6619409195160345
164_expert.svg,expert,30,Don't Fight The Music,Don't Fight The Music,19,1545,137.0,160.0,3.9221150107038585,-2.728869036834168
648_master.svg,master,31,Life Will Change,Life Will Change,19,1118,145.0,126.0,3.146966002525568,-2.0539381403270527
472_master.svg,master,31,SEIBAIITAAAAASU!,成敗いたAAAAAす！,19,1199,180.0,133.0,5.734030146832357,-1.3337527531839313
515_master.svg,master,31,Medicine,イガク,19,1226,170.0,120.0,4.224607481272317,-1.1411896510824198
585_append.svg,append,31,,ペンタトニック,19,1288,161.0,106.0,3.4257759923556383,-1.2439949892481101
177_master.svg,master,31,Butterfly on Your Right Shoulder,右肩の蝶,19,1315,140.0,132.0,3.888418945148764,-2.559884193854191
113_master.svg,master,31,Rollin Girl,ローリンガール,19,1396,195.0,121.0,6.165715382576484,-0.7054946648921154
248_append.svg,append,31,bug,バグ,19,1490,186.0,128.0,5.677159435695586,-0.987809354153397
379_master.svg,master,31,Zunda Party Night,ずんだパーリナイ,19,1522,160.0,166.0,4.013709589156106,-1.5689555333704472
299_master.svg,master,31,EGOIST,エゴイスト,19,1548,180.0,147.0,4.9791383374038904,-0.9272061565859712
272_append.svg,append,31,Gehenna,ジェヘナ,19,1633,128.0,153.0,4.85643526114176,-3.6208677819442605
154_append.svg,append,32,Chikyuu Saigo no Kokuhaku wo,地球最後の告白を,19,1643,165.0,128.0,4.941248712852001,-1.6753365106633435
558_append.svg,append,33,,のだ,19,1346,142.0,121.0,3.950165087056902,-2.4745431252115075
227_append.svg,append,33,ONESELF,ONESELF,19,1406,165.0,129.0,5.4662428625311215,-1.9643155700385875
562_append.svg,append,33,,アンヘル,19,1503,184.0,125.0,5.280142055099736,-0.850533643603658
304_append.svg,append,33,I am you,Iなんです,19,1572,92.5,106.0,4.451938747495386,-5.3293581546651625
499_append.svg,append,33,,混沌ブギ,19,1615,190.0,124.0,6.692297813135057,-1.374857043996978
647_master.svg,master,33,,SAN値直葬,19,1821,168.0,149.0,5.141134881446802,-1.614125709504399
285_master.svg,master,34,ÅMARA(The Great Intelligence),ÅMARA(大未来電脳),19,1589,170.5,154.0,4.554210879998294,-1.2675146235469026
164_master.svg,master,35,Don't Fight The Music,Don't Fight The Music,19,1888,137.0,160.0,5.5852896234958695,-3.5227193583134873
584_append.svg,append,35,,IMAWANOKIWA,19,1949,178.0,137.0,7.210527569098558,-2.047532198042255
622_append.svg,append,36,,超ナイト・オブ・ナイツ,19,1782,193.0,131.0,7.146712739298351,-1.2286429901300433
448_append.svg,append,36,Sage,Sage,19,1812,145.0,150.0,4.213323126435665,-2.3944010394065183
370_master.svg,master,37,JINSEI [Our Life],人生,19,2242,163.5,148.0,6.678137268467658,-2.6802228082755275
231_normal.svg,normal,13,Identity,アイデンティティ,20,671,195.0,156.0,-0.05939938004837446,2.1950910454985384
273_normal.svg,normal,13,FUTURE EVE,フューチャー・イヴ,20,698,190.0,153.0,0.09943987464445844,1.8388629937775256
321_normal.svg,normal,14,Attract Light,アトラクトライト,20,691,196.0,145.0,0.12967668520454378,2.144957153519439
131_normal.svg,normal,14,The Intense Voice of Hatsune Miku,初音ミクの激唱,20,707,200.0,160.0,0.34066390346384584,2.2630924281592417
315_normal.svg,normal,14,What's up? Pop!,What's up? Pop!,20,731,200.0,160.0,0.9395628961775793,1.9597357948794485
488_normal.svg,normal,15,Memoria,メモリア,20,778,205.0,160.0,0.5317606769515025,2.444342800079976
489_hard.svg,hard,16,hot wind,熱風,20,674,192.0,112.0,0.028364264551701397,1.9773057661472118
424_hard.svg,hard,16,Integral,インテグラル,20,701,192.0,117.0,0.2779725487848163,1.8673117984170489
60_hard.svg,hard,17,Composing the Future,悔やむと書いてミライ,20,541,194.0,100.0,0.39096991181507773,1.911840782260858
159_hard.svg,hard,17,STAGE OF SEKAI,STAGE OF SEKAI,20,621,190.0,121.0,0.1209211076812819,1.8355609528736496
112_hard.svg,hard,17,Angel's Clover,天使のクローバー,20,636,193.0,118.0,0.3474040562292761,1.8952814536989733
541_hard.svg,hard,17,Main Character,メインキャラクター,20,655,192.0,115.0,0.3886415138869061,1.8072936829774529
173_hard.svg,hard,17,Pulse of the Meteor,流星のパルス,20,656,192.0,121.0,0.44466853989539185,1.7824774393436211
63_hard.svg,hard,17,needLe,needLe,20,662,190.0,114.0,0.5619722475496803,1.6314336459312464
64_hard.svg,hard,17,Stella,ステラ,20,694,197.0,133.0,0.2531193355251142,2.167209919182944
646_hard.svg,hard,17,,透明なパレット,20,703,210.0,110.0,0.8481774886686881,2.5523686498715024
267_hard.svg,hard,17,Kashika,仮死化,20,724,184.0,132.0,0.2735711852730738,1.445699777791373
310_hard.svg,hard,17,Flyway,Flyway,20,733,190.0,129.0,0.5749429568461573,1.6195759076875589
93_hard.svg,hard,17,Aoku Kakero!,青く駆けろ！,20,757,190.0,121.0,0.21595884740151072,1.8076880971534945
195_hard.svg,hard,17,PaⅢ.SENSATION,PaⅢ.SENSATION,20,758,180.0,133.0,0.5197470478908812,1.1345414600265715
18_hard.svg,hard,17,Night Sky Patrol of Tomorrow,アスノヨゾラ哨戒班,20,765,185.0,128.0,0.35572801532757103,1.4747427947897955
518_hard.svg,hard,17,Star of Heaven,みかぼし,20,771,188.0,131.0,0.28042245756426465,1.6563294877568275
282_hard.svg,hard,17,Hoshizora Orchestra,星空オーケストラ,20,777,200.0,124.0,0.7523447768266613,2.0796751133044244
635_hard.svg,hard,17,,ありのままのストーリーを,20,795,181.0,108.0,0.7233730991219499,1.072319853455198
316_hard.svg,hard,17,One Sheep,ひつじがいっぴき,20,838,200.0,129.0,1.1666786121612898,1.878718336015225
591_hard.svg,hard,17,,吉原ラメント 再来盤,20,862,192.0,136.0,0.9080412057400155,1.584226398472674
321_hard.svg,hard,17,Attract Light,アトラクトライト,20,878,196.0,145.0,1.2323328745071458,1.6315264775636105
355_hard.svg,hard,17,The Snow White Princess Is...,白い雪のプリンセスは,20,908,200.0,140.0,1.1300243218203763,1.8889314399818589
283_hard.svg,hard,17,Rainy Snowdrop,レイニースノードロップ,20,997,192.0,151.0,1.4157012073136532,1.3421690567409643
62_hard.svg,hard,18,Jack Pot Sad Girl,ジャックポットサッドガール,20,491,204.0,83.0,0.35333392799772473,2.4576297549021575
117_hard.svg,hard,18,ODDS&ENDS,ODDS＆ENDS,20,509,192.0,93.0,0.199783365795673,1.8908400994377115
22_hard.svg,hard,18,Hated by Life,命に嫌われている,20,515,200.0,99.0,0.19863494328906184,2.332751276005259
437_hard.svg,hard,18,"E? Ah,sou.",え？あぁ、そう。,20,521,192.0,110.0,-0.12421837924090101,2.0623373934683658
410_hard.svg,hard,18,Marshall Maximizer,マーシャル・マキシマイザー,20,522,190.0,95.0,0.09217297073822771,1.770533340893012
623_hard.svg,hard,18,,とうほう☆ワンダーランド,20,552,200.0,112.0,0.2824276953589201,2.2822446989600613
427_hard.svg,hard,18,"A Glimmer, 1/f fluctuation",幽光、1/fのゆらめき,20,567,193.0,91.0,0.15849117471222174,1.9764929635710813
85_hard.svg,hard,18,Leia - Remind,Leia - Remind,20,587,190.0,130.0,0.3422934514415437,1.7139512183797239
182_hard.svg,hard,18,Flyer!,Flyer!,20,598,188.0,123.0,0.17113843970057063,1.7080223656967786
120_hard.svg,hard,18,Do not go,いかないで,20,626,191.0,115.0,0.36405133913873194,1.7790895815544696
122_hard.svg,hard,18,Positive☆Dance Time,ポジティブ☆ダンスタイム,20,637,210.0,116.0,0.8998624864572717,2.5293096458082545
608_hard.svg,hard,18,,星宙メランコリア,20,647,196.0,123.0,0.5742461941785253,1.9263696963687382
215_hard.svg,hard,18,Judas,ジウダス,20,654,198.0,102.0,1.0022588962551293,1.7723962543428107
221_hard.svg,hard,18,MATORYOSHKA,マトリョシカ,20,674,205.0,106.0,1.149455694079068,2.1394514633540247
451_hard.svg,hard,18,Heat abnormal,熱異常,20,696,183.0,122.0,0.300557050277326,1.4103815885084887
665_hard.svg,hard,18,,ロケットサイダー,20,698,198.0,132.0,0.9459532369643627,1.8596775689293603
359_hard.svg,hard,18,Namo Naki Kakumei,名も無き革命,20,698,185.0,122.0,0.43235660201239,1.419409923616417
521_hard.svg,hard,18,,オーバーライド,20,700,204.0,120.0,0.7914661573091942,2.282220662248959
378_hard.svg,hard,18,SlowDowner,スロウダウナー,20,702,194.0,143.0,0.802446588147535,1.7200003558021821
677_hard.svg,hard,18,,アベリア,20,710,183.0,120.0,0.45763421360339507,1.3225239297337616
68_hard.svg,hard,18,Dance Robot Dance,ダンスロボットダンス,20,719,190.0,102.0,1.2047927370381342,1.3141617592433026
178_hard.svg,hard,18,Theme of Niccori Survey Team,にっこり^^調査隊のテーマ,20,724,180.0,125.0,0.6780321793395774,1.0553526581826862
534_hard.svg,hard,18,,ワールド・ランプシェード [reunion],20,724,193.0,129.0,0.4582542666382102,1.832570670365214
210_hard.svg,hard,18,Rain and Petra,雨とペトラ,20,733,195.0,125.0,0.8744611156509132,1.7449917881321275
99_hard.svg,hard,18,MORE! JUMP! MORE!,モア！ジャンプ！モア！,20,735,202.0,123.0,0.885048303065074,2.1251848191750984
475_hard.svg,hard,18,We Are Different !!! (or Same),ちがう!!!,20,735,181.0,118.0,0.47904563643975107,0.9600529023551081
566_hard.svg,hard,18,,パンダヒーロー,20,738,190.0,100.0,0.8616534371966854,1.4895812950585412
317_hard.svg,hard,18,Music Like Magic!,魔法みたいなミュージック！,20,744,210.0,140.0,0.7966988031989322,2.5814494867920037
511_hard.svg,hard,18,KISARAGI ATTENTION,如月アテンション,20,755,190.0,118.0,0.774046018531103,1.5339930397632393
113_hard.svg,hard,18,Rollin Girl,ローリンガール,20,776,195.0,121.0,1.145954001238185,1.620081756980879
271_hard.svg,hard,18,AttaKAITO,あったかいと,20,789,178.0,148.0,0.8192084680963188,0.8781537590500023
439_hard.svg,hard,18,KLY,一千光年,20,804,192.0,116.0,1.0020563025836584,1.5235571082095205
555_hard.svg,hard,18,Fusion,フュージョン,20,808,188.0,124.0,0.6658051717621634,1.493552150235513
257_hard.svg,hard,18,SHOW OFF,てらてら,20,809,190.0,135.0,0.8713778293765505,1.4957515914472872
236_hard.svg,hard,18,Voices,Voices,20,810,190.0,124.0,0.5055031051272444,1.6628142860204471
36_hard.svg,hard,18,Miracle Paint,ミラクルペイント,20,812,215.0,146.0,1.218787418937616,2.652942067530982
251_hard.svg,hard,18,Fräulein=библиотека,フロイライン＝ビブリォチカ,20,814,185.0,145.0,0.8199038139864813,1.249691481503375
157_hard.svg,hard,18,Marshmary,マシュマリー,20,848,182.0,133.0,0.8477320058903028,1.0949265956915963
587_hard.svg,hard,18,,ルルブ,20,850,200.0,125.0,1.7793523484421534,1.5831466911463723
254_hard.svg,hard,18,Incomplete Anthem,未完成讃歌,20,853,188.0,156.0,0.7068999312256414,1.4733697339645124
303_hard.svg,hard,18,Rin-chan Now!,リンちゃんなう！,20,855,200.0,148.0,0.9471197297119001,2.009632510323887
396_hard.svg,hard,18,Tokyo Teddy Bear,東京テディベア,20,859,204.0,135.0,1.6470032900108578,1.8629638808953946
346_hard.svg,hard,18,"Ah, It's a Wonderful Cat Life",嗚呼、素晴らしきニャン生,20,870,194.0,150.0,0.9358800651861969,1.6796472394830524
231_hard.svg,hard,18,Identity,アイデンティティ,20,873,195.0,156.0,0.8374219713099053,1.790612549588118
340_hard.svg,hard,18,It was a very nice June,とても素敵な六月でした,20,889,210.0,154.0,1.6157080286761247,2.184512137833281
373_hard.svg,hard,18,Retainer Supplanting His Lord,下剋上,20,908,185.0,155.0,1.2565212510326456,1.0472105960106555
299_hard.svg,hard,18,EGOIST,エゴイスト,20,923,180.0,147.0,1.2903384698559082,0.7677883735504788
327_hard.svg,hard,18,SnowMix♪,SnowMix♪,20,939,185.0,158.0,1.3965215156462263,0.9771528948874983
160_hard.svg,hard,19,Showtime Ruler,ショウタイム・ルーラー,20,541,204.0,108.0,0.5001203886707735,2.3891254289738604
6_hard.svg,hard,19,HIBANA -Reloaded-,ヒバナ -Reloaded-,20,568,200.0,95.0,0.6942840054338414,2.09011202015812
416_hard.svg,hard,19,limbo,limbo,20,608,199.0,102.0,0.3550613020210517,2.2136971019921967
474_hard.svg,hard,19,KILLER,キラー,20,628,196.0,98.0,0.5893504589451949,1.9341365299731887
366_hard.svg,hard,19,NEO,NEO,20,629,190.0,126.0,0.21764197038736488,1.8006275526419562
562_hard.svg,hard,19,,アンヘル,20,652,184.0,125.0,0.366110364075561,1.3986128834718479
3_hard.svg,hard,19,Teo,テオ,20,681,185.0,116.0,0.5005711219379525,1.4097005910184632
499_hard.svg,hard,19,,混沌ブギ,20,683,190.0,124.0,0.5135154374467737,1.6574935710101097
335_hard.svg,hard,19,TRASH and TRASH!,トラッシュ・アンド・トラッシュ！,20,693,198.5,138.0,0.8346468202390448,1.916433670327599
413_hard.svg,hard,19,Lose The Princess,さよならプリンセス,20,709,195.0,119.0,0.5003991251579052,1.9390455056580997
494_hard.svg,hard,19,Poppin' Candy☆Fever!,ポッピンキャンディ☆フィーバー！,20,715,190.0,128.0,0.771812858834572,1.5353049572519548
450_hard.svg,hard,19,Opera! Space Opera!,オペラ！スペースオペラ！,20,725,198.0,126.0,0.6436040497946688,2.0370500063179264
581_hard.svg,hard,19,,厨病激発ボーイ,20,730,185.0,131.0,0.49879016957576233,1.3958186340073278
199_hard.svg,hard,19,Ghost Rule,ゴーストルール,20,740,210.0,142.0,0.9163667565312282,2.546674325942383
248_hard.svg,hard,19,bug,バグ,20,744,186.0,128.0,0.743656526013499,1.3467075178885195
414_hard.svg,hard,19,HERO,HERO,20,751,190.0,122.0,0.8452068436041226,1.4503181250858554
46_hard.svg,hard,19,Greenlights Serenade,グリーンライツ・セレナーデ,20,770,200.0,125.0,1.1788029480175026,1.876051338572483
165_hard.svg,hard,19,Soudatta!!,そうだった！！,20,794,192.0,127.0,0.8925648649245416,1.5957270497021339
136_hard.svg,hard,19,Children Record,チルドレンレコード,20,823,210.0,128.0,1.475941794915795,2.2577482101232285
